Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,PD028-YB-EM,0.70Ct Pear Emerald Pendant in 14k Yellow Gold ( 7x5 mm ),A charming 7x5 mm pear shaped genuine Emerald is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Emerald weighs 0.66 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Emerald pear shaped stud pendant!!,153,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD028-YB-GT,0.70Ct Pear Garnet Pendant in 14k Yellow Gold ( 7x5 mm ),A charming 7x5 mm pear shaped genuine Garnet is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Garnet weighs 0.90 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Garnet pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD028-YB-PD,0.70Ct Pear Peridot Pendant in 14k Yellow Gold ( 7x5 mm ),A charming 7x5 mm pear shaped genuine Peridot is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Peridot weighs 0.75 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Peridot pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD028-YB-RB,0.70Ct Pear Ruby Pendant in 14k Yellow Gold ( 7x5 mm ),A charming 7x5 mm pear shaped genuine Ruby is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Ruby weighs 1.22 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Ruby pear shaped stud pendant!!,155,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD028-YB-SP,0.70Ct Pear Sapphire Pendant in 14k Yellow Gold ( 7x5 mm ),A charming 7x5 mm pear shaped genuine Sapphire is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Sapphire weighs 1.00 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Sapphire pear shaped stud pendant!!,151,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD028-YB-TZ,0.70Ct Pear Tanzanite Pendant in 14k Yellow Gold ( 7x5 mm ),A charming 7x5 mm pear shaped genuine Tanzanite is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Tanzanite weighs 1.07 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Tanzanite pear shaped stud pendant!!,219,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-AM,0.90Ct Pear Amethyst Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Amethyst is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Amethyst weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Amethyst pear shaped stud pendant!!,45,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-AQ,0.90Ct Pear Aquamarine Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Aquamarine is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Aquamarine weighs 1.86 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Aquamarine pear shaped stud pendant!!,85,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-BT,0.90Ct Pear Blue Topaz Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Blue Topaz is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Blue Topaz weighs 1.25 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Blue Topaz pear shaped stud pendant!!,45,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-CT,0.90Ct Pear Citrine Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Citrine is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Citrine weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Citrine pear shaped stud pendant!!,45,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-EM,0.90Ct Pear Emerald Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Emerald is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Emerald weighs 0.93 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Emerald pear shaped stud pendant!!,91,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-GT,0.90Ct Pear Garnet Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Garnet is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Garnet weighs 0.90 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Garnet pear shaped stud pendant!!,45,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-PD,0.90Ct Pear Peridot Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Peridot is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Peridot weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Peridot pear shaped stud pendant!!,45,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-RB,0.90Ct Pear Ruby Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Ruby is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Ruby weighs 1.35 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Ruby pear shaped stud pendant!!,85,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-SL-SP,0.90Ct Pear Sapphire Pendant in Sterling Silver ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Sapphire is exceptionally set in to a classic 4-prong basket setting crafted in shimmering .925 sterling silver. The pendant hangs from an 18 inch box chain also crafted in stunning .925 sterling silver. This high quality all natural Sapphire weighs 1.38 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Sapphire pear shaped stud pendant!!,85,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-AM,0.90Ct Pear Amethyst Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Amethyst is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Amethyst weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Amethyst pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-AQ,0.90Ct Pear Aquamarine Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Aquamarine is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Aquamarine weighs 1.86 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Aquamarine pear shaped stud pendant!!,200,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-BT,0.90Ct Pear Blue Topaz Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Blue Topaz is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Blue Topaz weighs 1.25 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Blue Topaz pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-CT,0.90Ct Pear Citrine Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Citrine is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Citrine weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Citrine pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-EM,0.90Ct Pear Emerald Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Emerald is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Emerald weighs 0.93 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Emerald pear shaped stud pendant!!,185,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-GT,0.90Ct Pear Garnet Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Garnet is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Garnet weighs 0.90 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Garnet pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-PD,0.90Ct Pear Peridot Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Peridot is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Peridot weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Peridot pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-RB,0.90Ct Pear Ruby Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Ruby is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Ruby weighs 1.35 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Ruby pear shaped stud pendant!!,159,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-WB-SP,0.90Ct Pear Sapphire Pendant in 14k White Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Sapphire is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K white gold. This high quality all natural Sapphire weighs 1.38 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Sapphire pear shaped stud pendant!!,159,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-AM,0.90Ct Pear Amethyst Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Amethyst is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Amethyst weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Amethyst pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-AQ,0.90Ct Pear Aquamarine Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Aquamarine is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Aquamarine weighs 1.86 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Aquamarine pear shaped stud pendant!!,200,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-BT,0.90Ct Pear Blue Topaz Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Blue Topaz is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Blue Topaz weighs 1.25 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Blue Topaz pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-CT,0.90Ct Pear Citrine Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Citrine is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Citrine weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Citrine pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-EM,0.90Ct Pear Emerald Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Emerald is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Emerald weighs 0.93 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Emerald pear shaped stud pendant!!,185,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-GT,0.90Ct Pear Garnet Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Garnet is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Garnet weighs 0.90 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Garnet pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-PD,0.90Ct Pear Peridot Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Peridot is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Peridot weighs 1.10 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Peridot pear shaped stud pendant!!,126,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-RB,0.90Ct Pear Ruby Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Ruby is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Ruby weighs 1.35 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Ruby pear shaped stud pendant!!,159,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD029-YB-SP,0.90Ct Pear Sapphire Pendant in 14k Yellow Gold ( 8x6 mm ),A charming 8x6 mm pear shaped genuine Sapphire is exceptionally set in to a classic 4-prong basket setting crafted in shimmering 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in stunning 14K Yellow gold. This high quality all natural Sapphire weighs 1.38 carats and consists of a deep color and pure clarity that is simply gorgeous. Add glow to any outfit with this sensational Sapphire pear shaped stud pendant!!,159,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-SL-AM,0.25Ct Heart Amethyst Pendant in Sterling Silver ( 4 mm ),An elegant 4 mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Amethyst weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-SL-AQ,0.25Ct Heart Aquamarine Pendant in Sterling Silver ( 4 mm ),An elegant 4 mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Aquamarine weighs 0.20 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,35,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-SL-BT,0.25Ct Heart Blue Topaz Pendant in Sterling Silver ( 4 mm ),An elegant 4 mm heart shaped genuine Blue Topaz is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Blue Topaz weighs 0.30 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Blue Topaz heart shaped stud pendant!!,25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-SL-CT,0.25Ct Heart Citrine Pendant in Sterling Silver ( 4 mm ),An elegant 4 mm heart shaped genuine Citrine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Citrine weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Citrine heart shaped stud pendant!!,25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-SL-GT,0.25Ct Heart Garnet Pendant in Sterling Silver ( 4 mm ),An elegant 4 mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Garnet weighs 0.33 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-SL-PD,0.25Ct Heart Peridot Pendant in Sterling Silver ( 4 mm ),An elegant 4 mm heart shaped genuine Peridot is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Peridot weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Peridot heart shaped stud pendant!!,25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-WB-AM,0.25Ct Heart Amethyst Pendant in 14k White Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Amethyst weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-WB-AQ,0.25Ct Heart Aquamarine Pendant in 14k White Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Aquamarine weighs 0.20 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,115,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-WB-BT,0.25Ct Heart Blue Topaz Pendant in 14k White Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Blue Topaz is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Blue Topaz weighs 0.30 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Blue Topaz heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-WB-CT,0.25Ct Heart Citrine Pendant in 14k White Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Citrine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Citrine weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Citrine heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-WB-GT,0.25Ct Heart Garnet Pendant in 14k White Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Garnet weighs 0.33 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-WB-PD,0.25Ct Heart Peridot Pendant in 14k White Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Peridot is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K white gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K white gold. This high quality all natural Peridot weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Peridot heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-YB-AM,0.25Ct Heart Amethyst Pendant in 14k Yellow Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Amethyst weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-YB-AQ,0.25Ct Heart Aquamarine Pendant in 14k Yellow Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Aquamarine weighs 0.20 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,115,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-YB-BT,0.25Ct Heart Blue Topaz Pendant in 14k Yellow Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Blue Topaz is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Blue Topaz weighs 0.30 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Blue Topaz heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-YB-CT,0.25Ct Heart Citrine Pendant in 14k Yellow Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Citrine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Citrine weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Citrine heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-YB-GT,0.25Ct Heart Garnet Pendant in 14k Yellow Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Garnet is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Garnet weighs 0.33 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Garnet heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD030-YB-PD,0.25Ct Heart Peridot Pendant in 14k Yellow Gold ( 4 mm ),An elegant 4 mm heart shaped genuine Peridot is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling 14K Yellow gold. The pendant hangs from an 18 inch rope chain also crafted in shimmering 14K Yellow gold. This high quality all natural Peridot weighs 0.25 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Peridot heart shaped stud pendant!!,95,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-AM,0.45Ct Heart Amethyst Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Amethyst is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Amethyst weighs 0.45 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Amethyst heart shaped stud pendant!!,29,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-AQ,0.45Ct Heart Aquamarine Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Aquamarine is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Aquamarine weighs 0.35 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Aquamarine heart shaped stud pendant!!,39,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD031-SL-BT,0.45Ct Heart Blue Topaz Pendant in Sterling Silver ( 5 mm ),An elegant 5mm heart shaped genuine Blue Topaz is brilliantly set in to a sleek 4-prong basket setting crafted in sparkling .925 sterling silver. The pendant hangs from an 18 inch rope chain also crafted in shimmering .925 sterling silver. This high quality all natural Blue Topaz weighs 0.55 carats and consists of a deep color and pure clarity that is simply sassy. Dress to impress with this glamorous Blue Topaz heart shaped stud pendant!!,29,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
